Category,Message
not phishing,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
not phishing,Think + da. You wil do.
not phishing,I'm awake oh. What's up.
not phishing,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
not phishing,How much u trying to get?
not phishing,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
not phishing,Tell me again what your address is
not phishing,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
not phishing,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
not phishing,But you were together so you should be thinkin about him
not phishing,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
not phishing,At WHAT TIME should i come tomorrow
phishing,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
not phishing,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
not phishing,Omg how did u know what I ate?
phishing,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
not phishing,:( but your not here....
not phishing,Not directly behind... Abt 4 rows behind ü...
phishing,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
phishing,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
phishing,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
not phishing,No plans yet. What are you doing ?
not phishing,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
not phishing,Not course. Only maths one day one chapter with in one month we can finish.
not phishing,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
phishing,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
not phishing,Noooooooo please. Last thing I need is stress. For once in your life be fair.
phishing,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
phishing,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
not phishing,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
not phishing,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
not phishing,Have you not finished work yet or something?
not phishing,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
phishing,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
not phishing,Right it wasnt you who phoned it was someone with a number like yours!
not phishing,It's ok i wun b angry. Msg u aft i come home tonight.
not phishing,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
not phishing,Yo sorry was in the shower sup
not phishing,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
not phishing,Full heat pa:-) i have applyed oil pa.
not phishing,I'm stuck in da middle of da row on da right hand side of da lt...
not phishing,Have you laid your airtel line to rest?
not phishing,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
phishing,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
not phishing,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
not phishing,And I don't plan on staying the night but I prolly won't be back til late
not phishing,THANX 4 PUTTIN DA FONE DOWN ON ME!!
not phishing,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
not phishing,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
not phishing,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
not phishing,We live in the next  &lt;#&gt; mins
not phishing,Y de asking like this.
not phishing,Just glad to be talking to you.
not phishing,Wat time ü finish?
not phishing,Sorry da. I gone mad so many pending works what to do.
not phishing,How much you got for cleaning
not phishing,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
phishing,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
not phishing,Ü called dad oredi...
not phishing,Good. do you think you could send me some pix? I would love to see your top and bottom...
not phishing,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
not phishing,"Sorry, I'll call later In meeting."
not phishing,THIS IS A LONG FUCKIN SHOWR
not phishing,"Received, understood n acted upon!"
not phishing,They finally came to fix the ceiling.
not phishing,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu snenot phishing"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
not phishing,Jus finish blowing my hair. U finish dinner already?
not phishing,I'm on the bus. Love you
not phishing,Lol ... I knew that .... I saw him in the dollar store
phishing,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
phishing,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
not phishing,Only saturday and sunday holiday so its very difficult:)
not phishing,Everybody had fun this evening. Miss you.
not phishing,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
not phishing,"I'm in a meeting, call me later at"
not phishing,Oh wow thats gay. Will firmware update help
not phishing,These won't do. Have to move on to morphine
not phishing,How come i din c ü... Yup i cut my hair...
not phishing,K k pa Had your lunch aha.
not phishing,Oh ho. Is this the first time u use these type of words
not phishing,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
not phishing,Of course. I guess god's just got me on hold right now.
not phishing,Do you hide anythiing or keeping distance from me
not phishing,Havent.
phishing,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
not phishing,Sorry i din lock my keypad.
not phishing,Did u got that persons story
not phishing,Are you planning to come chennai?
phishing,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
not phishing,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
not phishing,We are okay. Going to sleep now. Later
not phishing,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
not phishing,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
phishing,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
not phishing,Where r e meeting tmr?
not phishing,Lol yes. But it will add some spice to your day.
not phishing,Hope you are having a great day.
not phishing,Our Prasanth ettans mother passed away last night. Just pray for her and family.
not phishing,"K, I'll work something out"
phishing,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
not phishing,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
not phishing,I cant pick the phone right now. Pls send a message
not phishing,You call him and tell now infront of them. Call him now.
not phishing,Ok no prob...
not phishing,Ladies first and genus second k .
not phishing,No. Yes please. Been swimming?
not phishing,Mum not going robinson already.
not phishing,Ok set let u noe e details later...
not phishing,Not..tel software name..
not phishing,I send the print  outs da.
not phishing,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
not phishing,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
not phishing,"I didnt get ur full msg..sometext is missing, send it again"
not phishing,"Probably not, I'm almost out of gas and I get some cash tomorrow"
phishing,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
